JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,H,JE,H,H
JE,JE,H,JE,H,H
JE,JE,H,JE,H,H
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,H,JE,H,H
JE,H,H,H,H,H
JE,JE,H,JE,H,H
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,H,JE,E,E
JE,A,H,A,E,E
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,U,1,U,U
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,U,1,U,U
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,U,1,U,U
JE,JE,1,1,1,1
JE,1,1,1,1,1
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,Z,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,1,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,Z,JE,Z,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,JE,JE,JE
JE,H,U,U,U,U
JE,H,JE,H,JE,JE
JE,H,U,U,U,U
JE,H,JE,JE,JE,JE
JE,1,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,ZH,ZH,ZH,ZH,ZH
JE,S,E,E,JE,JE
JE,S,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,1,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,1,U,1,U,U
JE,JE,U,1,U,U
JE,1,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,ZH,ZH
JE,S,ZH,S,ZH,ZH
JE,F,F,F,F,F
JE,YU,F,JE,F,F
JE,YU,F,JE,F,F
JE,JE,F,JE,F,F
JE,JE,F,JE,F,F
JE,JE,F,JE,F,F
JE,JE,F,JE,F,F
JE,JE,F,JE,F,F
JE,JE,F,JE,F,F
JE,JE,Z,JE,F,F
JE,JE,Z,JE,F,F
JE,JE,Z,JE,F,F
JE,JE,Z,JE,F,F
JE,JE,Z,Z,F,F
JE,JE,Z,Z,F,F
JE,JE,Z,JE,F,F
JE,JE,Z,Z,F,F
JE,YU,F,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,Z,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,F,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,CH,JE,JE,JE
JE,JE,CH,JE,JE,JE
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,Z,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,JE,TS,TS,TS,TS
JE,1,TS,TS,TS,TS
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,Z,Z,Z
JE,JE,JE,Z,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,Z,JE,JE,Z,Z
JE,Z,JE,JE,Z,Z
JE,Z,JE,JE,Z,Z
JE,Z,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,U,1,U,U
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,Z,Z
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,1,U,1,U,U
JE,JE,U,1,U,U
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,Z,U,1,U,U
JE,Z,JE,JE,JE,JE
JE,Z,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,1,U,1,U,U
JE,1,U,1,U,U
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,U,1,U,U
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,H,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,JE,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,1,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
JE,H,JE,JE,JE,JE
